datetime,dust,mq135,mq131,mq4,temperature,pressure,altitude
Thu Sep 28 08:53:06 2023,1113,27,0,229,22.5,95949,456.48
Thu Sep 28 08:53:06 2023,1042,26,0,230,22.5,95961,456.48
Thu Sep 28 08:53:07 2023,1063,26,0,235,22.5,95953,456.48
Thu Sep 28 08:53:07 2023,1033,24,0,235,22.5,95957,456.83
Thu Sep 28 08:53:07 2023,977,22,0,236,22.4,95956,456.83
Thu Sep 28 08:53:07 2023,0,23,0,233,22.5,95957,456.48
Thu Sep 28 08:53:08 2023,967,22,0,233,22.4,95959,456.83
Thu Sep 28 08:53:08 2023,1082,26,0,232,22.4,95957,456.83
Thu Sep 28 08:53:08 2023,976,25,0,238,22.4,95953,456.65
Thu Sep 28 08:53:08 2023,1118,26,0,237,22.4,95957,456.57
Thu Sep 28 08:53:08 2023,959,25,0,234,22.4,95956,456.57
Thu Sep 28 08:53:09 2023,1015,28,0,239,22.4,95952,456.39
Thu Sep 28 08:53:09 2023,1120,26,0,236,22.4,95956,456.57
Thu Sep 28 08:53:09 2023,0,26,0,229,22.4,95954,456.83
Thu Sep 28 08:53:09 2023,979,26,0,230,22.4,95961,456.39
Thu Sep 28 08:53:10 2023,961,22,0,224,22.4,95959,456.57
Thu Sep 28 08:53:10 2023,1029,20,0,224,22.4,95957,457.09
Thu Sep 28 08:53:10 2023,1005,21,0,219,22.4,95957,456.74
Thu Sep 28 08:53:10 2023,1051,21,0,224,22.4,95955,456.91
Thu Sep 28 08:53:10 2023,898,19,0,217,22.4,95948,457.0
Thu Sep 28 08:53:10 2023,1074,21,0,220,22.4,95956,456.74
Thu Sep 28 08:53:11 2023,929,23,0,217,22.4,95956,456.3
Thu Sep 28 08:53:11 2023,0,18,0,211,22.5,95961,456.3
Thu Sep 28 08:53:11 2023,960,20,0,211,22.5,95960,456.48
Thu Sep 28 08:53:11 2023,1109,21,0,213,22.5,95952,456.91
Thu Sep 28 08:53:13 2023,1099,16,0,212,22.4,95956,456.22
Thu Sep 28 08:53:13 2023,1073,16,0,214,22.4,95955,456.91
Thu Sep 28 08:53:13 2023,1008,18,0,210,22.5,95962,456.39
Thu Sep 28 08:53:13 2023,930,17,0,209,22.5,95963,456.74
Thu Sep 28 08:53:13 2023,880,17,0,211,22.5,95963,456.3
Thu Sep 28 08:53:13 2023,845,17,0,208,22.5,95961,456.57
Thu Sep 28 08:53:14 2023,0,16,0,207,22.5,95972,456.3
Thu Sep 28 08:53:14 2023,1019,16,0,208,22.4,95956,456.74
Thu Sep 28 08:53:14 2023,1043,16,0,209,22.5,95957,456.39
Thu Sep 28 08:53:14 2023,933,16,0,206,22.4,95956,456.65
Thu Sep 28 08:53:15 2023,977,16,0,207,22.4,95956,456.74
Thu Sep 28 08:53:15 2023,767,16,0,204,22.4,95960,456.3
Thu Sep 28 08:53:15 2023,825,15,0,203,22.4,95958,456.3
Thu Sep 28 08:53:15 2023,1052,15,0,205,22.4,95965,456.39
Thu Sep 28 08:53:15 2023,889,16,0,205,22.4,95970,455.52
Thu Sep 28 08:53:16 2023,0,13,0,204,22.4,95971,455.09
Thu Sep 28 08:53:16 2023,961,13,0,204,22.4,95971,455.43
Thu Sep 28 08:53:16 2023,975,14,0,201,22.4,95964,456.57
Thu Sep 28 08:53:16 2023,738,14,0,198,22.4,95959,455.96
Thu Sep 28 08:53:16 2023,1038,13,0,202,22.4,95963,455.7
Thu Sep 28 08:53:17 2023,1030,14,0,198,22.4,95956,456.83
Thu Sep 28 08:53:17 2023,770,13,0,197,22.4,95955,457.17
Thu Sep 28 08:53:17 2023,1124,13,0,199,22.4,95957,456.91
Thu Sep 28 08:53:17 2023,957,13,0,201,22.4,95962,456.39
Thu Sep 28 08:53:17 2023,1031,13,0,206,22.4,95956,456.83
Thu Sep 28 08:53:18 2023,1005,13,0,206,22.5,95956,456.48
Thu Sep 28 08:53:18 2023,892,13,0,207,22.5,95970,455.7
Thu Sep 28 08:53:18 2023,949,14,0,203,22.5,95963,456.22
Thu Sep 28 08:53:18 2023,945,13,0,205,22.5,95961,456.3
Thu Sep 28 08:53:18 2023,979,11,0,205,22.4,95959,456.48
Thu Sep 28 08:53:19 2023,850,11,0,201,22.4,95960,456.91
Thu Sep 28 08:53:19 2023,949,11,0,202,22.4,95964,456.22
Thu Sep 28 08:53:19 2023,975,12,0,201,22.4,95960,456.83
Thu Sep 28 08:53:19 2023,903,12,0,201,22.4,95955,456.57
Thu Sep 28 08:53:19 2023,906,13,0,205,22.4,95965,456.57
Thu Sep 28 08:53:20 2023,1068,11,0,197,22.4,95966,456.48
Thu Sep 28 08:53:20 2023,819,11,0,199,22.4,95964,456.3
Thu Sep 28 08:53:20 2023,937,10,0,201,22.4,95964,456.57
Thu Sep 28 08:53:20 2023,953,9,0,198,22.4,95959,456.13
Thu Sep 28 08:53:20 2023,1009,12,0,206,22.4,95962,456.04
Thu Sep 28 08:53:22 2023,770,14,0,206,22.4,95959,456.3
Thu Sep 28 08:53:22 2023,978,11,0,208,22.4,95959,456.22
Thu Sep 28 08:53:22 2023,1005,14,0,209,22.4,95956,456.3
Thu Sep 28 08:53:22 2023,992,13,0,210,22.4,95964,455.96
Thu Sep 28 08:53:22 2023,1090,14,0,208,22.4,95967,456.3
Thu Sep 28 08:53:23 2023,854,16,0,212,22.4,95955,456.91
Thu Sep 28 08:53:23 2023,897,15,0,210,22.4,95961,456.3
Thu Sep 28 08:53:23 2023,894,16,0,210,22.4,95960,456.48
Thu Sep 28 08:53:23 2023,933,16,0,211,22.4,95959,456.48
Thu Sep 28 08:53:23 2023,1029,16,0,209,22.4,95955,456.48
Thu Sep 28 08:53:24 2023,880,16,0,210,22.4,95959,456.48
Thu Sep 28 08:53:24 2023,1015,16,0,212,22.4,95959,457.35
Thu Sep 28 08:53:24 2023,928,16,0,208,22.4,95957,456.39
Thu Sep 28 08:53:24 2023,987,16,0,210,22.4,95954,456.48
Thu Sep 28 08:53:24 2023,0,16,0,209,22.4,95959,457.52
Thu Sep 28 08:53:25 2023,966,17,0,214,22.4,95961,457.09
Thu Sep 28 08:53:25 2023,881,17,0,215,22.4,95959,456.83
Thu Sep 28 08:53:25 2023,903,16,0,213,22.4,95956,456.83
Thu Sep 28 08:53:25 2023,976,16,0,213,22.4,95955,457.26
Thu Sep 28 08:53:25 2023,1072,16,0,214,22.4,95953,456.57
Thu Sep 28 08:53:25 2023,878,16,0,215,22.4,95955,456.91
Thu Sep 28 08:53:26 2023,998,16,0,216,22.4,95954,456.57
Thu Sep 28 08:53:26 2023,955,16,0,215,22.4,95957,457.26
Thu Sep 28 08:53:26 2023,982,17,0,217,22.4,95959,456.83
Thu Sep 28 08:53:26 2023,0,16,0,218,22.4,95959,456.39
Thu Sep 28 08:53:27 2023,1061,16,0,221,22.4,95958,456.74
Thu Sep 28 08:53:27 2023,794,16,0,221,22.4,95961,456.48
Thu Sep 28 08:53:27 2023,1001,16,0,214,22.4,95960,456.91
Thu Sep 28 08:53:27 2023,1059,16,0,219,22.4,95960,456.48
Thu Sep 28 08:53:27 2023,944,16,0,219,22.4,95957,456.83
Thu Sep 28 08:53:27 2023,992,16,0,218,22.4,95956,457.17
Thu Sep 28 08:53:28 2023,882,15,0,213,22.4,95953,457.17
Thu Sep 28 08:53:28 2023,913,16,0,213,22.4,95963,456.22
Thu Sep 28 08:53:28 2023,0,15,0,215,22.4,95957,456.48
Thu Sep 28 08:53:28 2023,1015,16,0,212,22.4,95959,456.04
Thu Sep 28 08:53:29 2023,976,15,0,211,22.4,95954,456.57
Thu Sep 28 08:53:29 2023,983,13,0,214,22.4,95957,456.65
Thu Sep 28 08:53:29 2023,975,13,0,213,22.4,95957,456.74
Thu Sep 28 08:53:29 2023,811,13,0,218,22.4,95960,456.65
Thu Sep 28 08:53:29 2023,960,14,0,215,22.4,95958,456.65
Thu Sep 28 08:53:31 2023,944,14,0,218,22.4,95957,456.39
Thu Sep 28 08:53:31 2023,858,11,0,218,22.4,95956,456.74
Thu Sep 28 08:53:31 2023,0,15,0,214,22.4,95959,456.57
Thu Sep 28 08:53:31 2023,1050,14,0,217,22.4,95960,457.0
Thu Sep 28 08:53:31 2023,816,12,0,218,22.4,95954,456.91
Thu Sep 28 08:53:32 2023,898,11,0,215,22.4,95957,457.17
Thu Sep 28 08:53:32 2023,971,13,0,212,22.4,95958,456.83
Thu Sep 28 08:53:32 2023,895,9,0,213,22.4,95958,456.91
Thu Sep 28 08:53:32 2023,896,11,0,210,22.4,95961,457.0
Thu Sep 28 08:53:32 2023,886,11,0,210,22.4,95964,456.3
Thu Sep 28 08:53:33 2023,782,8,0,212,22.4,95960,456.91
Thu Sep 28 08:53:33 2023,945,9,0,211,22.4,95956,457.09
Thu Sep 28 08:53:33 2023,925,10,0,213,22.4,95956,456.83
Thu Sep 28 08:53:33 2023,0,11,0,221,22.4,95955,456.91
Thu Sep 28 08:53:33 2023,938,12,0,217,22.4,95953,456.39
Thu Sep 28 08:53:34 2023,851,11,0,221,22.4,95958,456.91
Thu Sep 28 08:53:34 2023,981,10,0,221,22.4,95959,456.13
Thu Sep 28 08:53:34 2023,837,13,0,222,22.4,95963,456.48
Thu Sep 28 08:53:34 2023,896,11,0,224,22.4,95965,456.22
Thu Sep 28 08:53:34 2023,818,11,0,226,22.4,95962,456.83
Thu Sep 28 08:53:35 2023,794,12,0,222,22.4,95959,456.48
Thu Sep 28 08:53:35 2023,960,10,0,223,22.4,95954,457.09
Thu Sep 28 08:53:35 2023,93,12,0,224,22.4,95964,456.39
Thu Sep 28 08:53:35 2023,1072,12,0,223,22.4,95967,456.04
Thu Sep 28 08:53:35 2023,854,11,0,222,22.4,95956,456.48
Thu Sep 28 08:53:36 2023,991,10,0,221,22.4,95967,456.74
Thu Sep 28 08:53:36 2023,865,10,0,219,22.4,95959,456.48
Thu Sep 28 08:53:36 2023,748,11,0,223,22.4,95962,456.57
Thu Sep 28 08:53:36 2023,997,10,0,225,22.4,95971,456.3
Thu Sep 28 08:53:36 2023,581,10,0,223,22.4,95965,456.74
Thu Sep 28 08:53:37 2023,1050,9,0,224,22.4,95962,456.57
Thu Sep 28 08:53:37 2023,883,9,0,224,22.4,95958,456.57
Thu Sep 28 08:53:37 2023,816,9,0,224,22.4,95962,456.48
Thu Sep 28 08:53:37 2023,1122,9,0,224,22.4,95959,456.74
Thu Sep 28 08:53:37 2023,0,7,0,226,22.4,95964,456.39
Thu Sep 28 08:53:38 2023,976,7,0,224,22.4,95963,456.13
Thu Sep 28 08:53:38 2023,944,7,0,223,22.4,95956,456.04
Thu Sep 28 08:53:38 2023,917,7,0,224,22.4,95964,456.39
Thu Sep 28 08:53:38 2023,915,5,0,222,22.4,95959,456.39
Thu Sep 28 08:53:38 2023,1237,5,0,224,22.4,95959,457.17
Thu Sep 28 08:53:39 2023,950,7,0,223,22.4,95962,456.48
Thu Sep 28 08:53:39 2023,795,6,0,224,22.4,95956,456.74
Thu Sep 28 08:53:39 2023,1180,5,0,224,22.4,95956,456.39
Thu Sep 28 08:53:39 2023,976,6,0,225,22.4,95956,456.83
Thu Sep 28 08:53:39 2023,727,8,0,227,22.4,95955,456.22
Thu Sep 28 08:53:41 2023,882,6,0,226,22.4,95955,455.7
Thu Sep 28 08:53:41 2023,983,7,0,230,22.4,95962,455.61
Thu Sep 28 08:53:41 2023,622,4,0,227,22.4,95958,456.39
Thu Sep 28 08:53:41 2023,846,8,0,228,22.4,95954,456.48
Thu Sep 28 08:53:41 2023,757,6,0,231,22.4,95961,456.48
Thu Sep 28 08:53:41 2023,819,6,0,226,22.4,95961,456.22
Thu Sep 28 08:53:42 2023,859,3,0,227,22.4,95958,457.61
Thu Sep 28 08:53:42 2023,960,6,0,227,22.4,95953,456.65
Thu Sep 28 08:53:42 2023,726,5,0,231,22.4,95959,456.39
Thu Sep 28 08:53:42 2023,823,9,0,227,22.4,95955,456.48
Thu Sep 28 08:53:42 2023,795,5,0,224,22.4,95955,456.3
Thu Sep 28 08:53:43 2023,881,6,0,227,22.4,95958,456.65
Thu Sep 28 08:53:43 2023,960,8,0,225,22.4,95957,456.74
Thu Sep 28 08:53:43 2023,928,6,0,225,22.4,95947,456.65
Thu Sep 28 08:53:43 2023,897,6,0,223,22.4,95957,456.65
Thu Sep 28 08:53:43 2023,930,5,0,225,22.4,95947,457.0
Thu Sep 28 08:53:43 2023,782,5,0,224,22.4,95950,456.91
Thu Sep 28 08:53:44 2023,660,5,0,223,22.4,95951,456.65
Thu Sep 28 08:53:44 2023,878,3,0,227,22.4,95961,456.65
Thu Sep 28 08:53:44 2023,987,3,0,224,22.4,95958,456.74
Thu Sep 28 08:53:44 2023,769,4,0,224,22.4,95962,455.61
Thu Sep 28 08:53:44 2023,813,4,0,223,22.4,95963,456.65
Thu Sep 28 08:53:44 2023,969,2,0,223,22.4,95956,456.48
Thu Sep 28 08:53:45 2023,730,5,0,224,22.4,95962,456.57
Thu Sep 28 08:53:45 2023,941,5,0,222,22.4,95954,456.3
Thu Sep 28 08:53:45 2023,671,5,0,223,22.4,95959,456.48
Thu Sep 28 08:53:45 2023,0,6,0,221,22.4,95957,456.65
Thu Sep 28 08:53:45 2023,847,1,0,224,22.4,95953,457.17
Thu Sep 28 08:53:46 2023,624,2,0,226,22.4,95954,457.61
Thu Sep 28 08:53:46 2023,997,3,0,223,22.4,95961,456.57
Thu Sep 28 08:53:46 2023,742,1,0,220,22.4,95955,456.65
Thu Sep 28 08:53:46 2023,727,4,0,223,22.4,95960,456.65
Thu Sep 28 08:53:46 2023,923,2,0,218,22.4,95955,456.65
Thu Sep 28 08:53:47 2023,743,6,0,221,22.4,95962,456.39
Thu Sep 28 08:53:47 2023,987,6,0,222,22.4,95954,456.3
Thu Sep 28 08:53:47 2023,1001,5,0,220,22.4,95961,455.52
Thu Sep 28 08:53:47 2023,876,9,0,219,22.4,95949,458.04
Thu Sep 28 08:53:47 2023,1018,7,0,220,22.4,95949,457.61
Thu Sep 28 08:53:48 2023,1039,7,0,221,22.4,95951,457.61
Thu Sep 28 08:53:48 2023,886,6,0,221,22.4,95952,457.52
Thu Sep 28 08:53:48 2023,903,7,0,222,22.4,95948,457.78
Thu Sep 28 08:53:48 2023,965,6,0,222,22.4,95943,457.09
Thu Sep 28 08:53:48 2023,747,6,0,223,22.4,95961,457.09
Thu Sep 28 08:53:48 2023,972,7,0,221,22.4,95956,456.57
Thu Sep 28 08:53:49 2023,918,9,0,226,22.4,95956,456.91
Thu Sep 28 08:53:49 2023,896,9,0,225,22.4,95956,456.65
Thu Sep 28 08:53:49 2023,982,7,0,224,22.4,95957,457.0
Thu Sep 28 08:53:49 2023,771,9,0,226,22.4,95952,456.57
Thu Sep 28 08:53:49 2023,773,10,0,226,22.4,95951,457.0
Thu Sep 28 08:53:49 2023,1056,11,0,228,22.4,95958,456.74
Thu Sep 28 08:53:51 2023,912,13,0,228,22.4,95958,456.74
Thu Sep 28 08:53:51 2023,1002,11,0,227,22.4,95957,457.0
Thu Sep 28 08:53:51 2023,753,11,0,225,22.5,95959,457.09
Thu Sep 28 08:53:51 2023,775,10,0,223,22.4,95955,457.09
Thu Sep 28 08:53:51 2023,976,7,0,222,22.4,95953,457.17
Thu Sep 28 08:53:51 2023,1006,10,0,222,22.4,95957,456.91
Thu Sep 28 08:53:52 2023,838,3,0,222,22.4,95961,456.57
Thu Sep 28 08:53:52 2023,886,9,0,221,22.4,95953,456.74
Thu Sep 28 08:53:52 2023,863,8,0,217,22.4,95959,456.65
Thu Sep 28 08:53:52 2023,966,7,0,220,22.4,95958,456.65
Thu Sep 28 08:53:52 2023,1021,6,0,221,22.4,95958,456.57
Thu Sep 28 08:53:53 2023,638,6,0,216,22.4,95959,456.65
Thu Sep 28 08:53:53 2023,962,5,0,211,22.4,95957,456.48
Thu Sep 28 08:53:53 2023,935,6,0,211,22.4,95959,456.65
Thu Sep 28 08:53:53 2023,1023,3,0,213,22.4,95964,456.74
Thu Sep 28 08:53:53 2023,909,5,0,217,22.4,95956,456.39
Thu Sep 28 08:53:54 2023,825,6,0,214,22.4,95954,457.0
Thu Sep 28 08:53:54 2023,1006,3,0,211,22.4,95959,456.39
Thu Sep 28 08:53:54 2023,0,2,0,209,22.4,95957,456.65
Thu Sep 28 08:53:54 2023,912,3,0,211,22.4,95958,456.91
Thu Sep 28 08:53:54 2023,1017,3,0,210,22.4,95962,457.0
Thu Sep 28 08:53:55 2023,931,3,0,211,22.4,95959,457.44
Thu Sep 28 08:53:55 2023,878,2,0,208,22.4,95954,456.83
Thu Sep 28 08:53:55 2023,1085,4,0,209,22.4,95956,456.91
Thu Sep 28 08:53:55 2023,1008,2,0,211,22.4,95956,456.57
Thu Sep 28 08:53:55 2023,916,4,0,209,22.4,95956,456.3
Thu Sep 28 08:53:56 2023,898,1,0,209,22.4,95951,456.57
Thu Sep 28 08:53:56 2023,851,3,0,213,22.4,95957,456.48
Thu Sep 28 08:53:56 2023,857,3,0,210,22.4,95954,456.74
Thu Sep 28 08:53:56 2023,960,5,0,209,22.4,95953,456.83
Thu Sep 28 08:53:56 2023,1066,2,0,213,22.4,95962,456.83
Thu Sep 28 08:53:56 2023,949,2,0,209,22.4,95963,456.3
Thu Sep 28 08:53:57 2023,1059,1,0,212,22.4,95961,456.74
Thu Sep 28 08:53:57 2023,835,2,0,210,22.4,95952,457.35
Thu Sep 28 08:53:57 2023,1029,4,0,211,22.4,95956,456.3
Thu Sep 28 08:53:57 2023,863,1,0,212,22.4,95958,457.0
Thu Sep 28 08:53:57 2023,827,0,0,212,22.4,95956,457.17
Thu Sep 28 08:53:58 2023,839,1,0,213,22.4,95956,457.17
Thu Sep 28 08:53:58 2023,939,2,0,209,22.4,95953,456.74
Thu Sep 28 08:53:58 2023,844,1,0,209,22.4,95953,456.91
Thu Sep 28 08:53:58 2023,981,2,0,214,22.4,95958,456.74
Thu Sep 28 08:53:58 2023,1187,0,0,214,22.4,95956,457.17
Thu Sep 28 08:53:58 2023,852,1,0,217,22.4,95953,457.09
Thu Sep 28 08:54:00 2023,919,0,0,213,22.4,95957,456.48
Thu Sep 28 08:54:00 2023,944,4,0,211,22.4,95955,457.0
Thu Sep 28 08:54:00 2023,843,1,0,215,22.4,95955,456.83
Thu Sep 28 08:54:00 2023,969,3,0,209,22.4,95952,457.17
Thu Sep 28 08:54:00 2023,963,2,0,208,22.4,95957,456.48
Thu Sep 28 08:54:00 2023,1037,1,0,212,22.4,95959,457.09
Thu Sep 28 08:54:01 2023,1053,0,0,209,22.4,95958,457.0
Thu Sep 28 08:54:01 2023,887,0,0,208,22.4,95960,457.0
Thu Sep 28 08:54:01 2023,989,0,0,208,22.4,95958,457.09
Thu Sep 28 08:54:01 2023,985,1,0,208,22.4,95957,456.91
Thu Sep 28 08:54:01 2023,976,1,0,208,22.4,95960,456.3
Thu Sep 28 08:54:02 2023,960,1,0,203,22.4,95961,456.91
Thu Sep 28 08:54:02 2023,970,0,0,208,22.4,95959,456.65
Thu Sep 28 08:54:02 2023,890,1,0,206,22.4,95962,456.57
Thu Sep 28 08:54:02 2023,1023,0,0,207,22.4,95962,456.83
Thu Sep 28 08:54:02 2023,931,0,0,208,22.4,95952,456.91
Thu Sep 28 08:54:02 2023,1186,0,0,208,22.4,95961,457.09
Thu Sep 28 08:54:03 2023,0,0,0,208,22.4,95963,456.3
Thu Sep 28 08:54:03 2023,843,0,0,205,22.4,95962,456.39
Thu Sep 28 08:54:03 2023,919,0,0,207,22.4,95962,456.74
Thu Sep 28 08:54:03 2023,953,0,0,204,22.4,95966,456.65
Thu Sep 28 08:54:04 2023,976,0,0,207,22.4,95958,457.0
Thu Sep 28 08:54:04 2023,941,0,0,206,22.4,95954,456.65
Thu Sep 28 08:54:04 2023,959,0,0,205,22.4,95955,456.65
Thu Sep 28 08:54:04 2023,1033,0,0,206,22.4,95956,456.74
Thu Sep 28 08:54:04 2023,962,0,0,202,22.4,95952,456.65
Thu Sep 28 08:54:05 2023,896,0,0,205,22.4,95956,456.91
Thu Sep 28 08:54:05 2023,1034,0,0,206,22.4,95959,456.74
Thu Sep 28 08:54:05 2023,965,0,0,204,22.4,95960,456.65
Thu Sep 28 08:54:05 2023,1005,0,0,208,22.4,95956,456.83
Thu Sep 28 08:54:05 2023,893,0,0,205,22.4,95961,456.57
Thu Sep 28 08:54:06 2023,1018,0,0,199,22.4,95960,456.22
Thu Sep 28 08:54:06 2023,849,0,0,205,22.4,95952,456.22
Thu Sep 28 08:54:06 2023,867,0,0,199,22.4,95962,456.22
Thu Sep 28 08:54:06 2023,991,0,0,206,22.4,95960,456.39
Thu Sep 28 08:54:06 2023,59,0,0,202,22.4,95961,457.0
Thu Sep 28 08:54:08 2023,921,2,0,240,22.4,95959,457.17
Thu Sep 28 08:54:08 2023,944,11,0,260,22.4,95961,456.13
Thu Sep 28 08:54:08 2023,1062,20,0,293,22.4,95962,456.48
Thu Sep 28 08:54:08 2023,976,41,0,328,22.4,95971,456.13
Thu Sep 28 08:54:08 2023,849,63,0,368,22.4,95958,456.22
Thu Sep 28 08:54:09 2023,878,150,0,480,22.4,95966,456.39
Thu Sep 28 08:54:09 2023,967,182,0,528,22.4,95962,456.65
Thu Sep 28 08:54:09 2023,909,216,0,572,22.4,95964,456.65
Thu Sep 28 08:54:09 2023,913,241,0,605,22.4,95959,456.57
Thu Sep 28 08:54:09 2023,861,272,0,635,22.4,95956,456.22
Thu Sep 28 08:54:10 2023,1195,348,0,745,22.5,95959,456.83
Thu Sep 28 08:54:10 2023,949,359,0,755,22.4,95955,456.91
Thu Sep 28 08:54:10 2023,1029,376,0,781,22.4,95956,456.39
Thu Sep 28 08:54:10 2023,1019,386,0,801,22.4,95956,456.57
Thu Sep 28 08:54:10 2023,1089,397,0,814,22.4,95957,456.48
Thu Sep 28 08:54:11 2023,951,433,0,863,22.4,95965,456.48
Thu Sep 28 08:54:11 2023,1170,452,0,883,22.4,95962,456.65
Thu Sep 28 08:54:11 2023,1083,465,0,897,22.4,95956,457.0
Thu Sep 28 08:54:11 2023,918,490,0,929,22.4,95954,457.26
Thu Sep 28 08:54:11 2023,0,507,0,939,22.4,95953,457.17
Thu Sep 28 08:54:12 2023,903,556,0,995,22.4,95960,456.91
Thu Sep 28 08:54:12 2023,882,561,0,1006,22.4,95950,456.74
Thu Sep 28 08:54:12 2023,1005,571,0,1012,22.4,95954,456.91
Thu Sep 28 08:54:12 2023,994,576,0,1030,22.4,95953,457.17
Thu Sep 28 08:54:12 2023,943,589,0,1049,22.4,95955,456.74
Thu Sep 28 08:54:13 2023,1014,609,0,1099,22.4,95954,455.96
Thu Sep 28 08:54:13 2023,918,610,0,1115,22.4,95955,457.35
Thu Sep 28 08:54:13 2023,93,628,0,1147,22.4,95957,456.83
Thu Sep 28 08:54:13 2023,911,623,0,1147,22.4,95961,456.83
Thu Sep 28 08:54:14 2023,991,621,0,1171,22.4,95958,456.65
Thu Sep 28 08:54:14 2023,747,624,0,1200,22.4,95957,457.35
Thu Sep 28 08:54:14 2023,864,613,0,1196,22.4,95952,457.0
Thu Sep 28 08:54:14 2023,799,606,0,1189,22.4,95949,457.26
Thu Sep 28 08:54:14 2023,939,603,0,1193,22.4,95954,457.17
Thu Sep 28 08:54:15 2023,816,594,0,1200,22.4,95958,456.91
Thu Sep 28 08:54:15 2023,0,593,0,1184,22.4,95953,457.44
Thu Sep 28 08:54:15 2023,863,584,0,1166,22.4,95955,456.39
Thu Sep 28 08:54:15 2023,955,577,0,1141,22.4,95956,457.17
Thu Sep 28 08:54:15 2023,770,576,0,1109,22.4,95955,457.17
Thu Sep 28 08:54:17 2023,832,546,0,986,22.4,95948,457.35
Thu Sep 28 08:54:17 2023,979,543,0,935,22.4,95952,457.44
Thu Sep 28 08:54:17 2023,885,532,0,887,22.4,95952,457.0
Thu Sep 28 08:54:17 2023,951,525,0,830,22.4,95951,457.09
Thu Sep 28 08:54:17 2023,1051,525,0,789,22.4,95950,457.17
Thu Sep 28 08:54:18 2023,67,505,0,671,22.4,95960,457.09
Thu Sep 28 08:54:18 2023,874,493,0,623,22.4,95956,456.74
Thu Sep 28 08:54:18 2023,941,480,0,577,22.4,95951,457.17
Thu Sep 28 08:54:18 2023,830,470,0,543,22.4,95957,456.39
Thu Sep 28 08:54:18 2023,863,466,0,521,22.4,95956,456.74
Thu Sep 28 08:54:19 2023,1008,432,0,442,22.4,95956,456.91
Thu Sep 28 08:54:19 2023,720,411,0,429,22.4,95960,456.74
Thu Sep 28 08:54:19 2023,923,402,0,415,22.4,95956,456.3
Thu Sep 28 08:54:19 2023,957,385,0,401,22.4,95957,456.3
Thu Sep 28 08:54:19 2023,929,371,0,400,22.4,95958,455.96
Thu Sep 28 08:54:20 2023,884,315,0,368,22.4,95961,456.57
Thu Sep 28 08:54:20 2023,898,300,0,366,22.4,95960,457.0
Thu Sep 28 08:54:20 2023,1019,279,0,365,22.4,95960,457.0
Thu Sep 28 08:54:20 2023,815,272,0,365,22.4,95950,456.65
Thu Sep 28 08:54:20 2023,991,266,0,368,22.4,95951,456.91
Thu Sep 28 08:54:21 2023,961,252,0,353,22.4,95954,456.39
Thu Sep 28 08:54:21 2023,1023,239,0,340,22.4,95959,456.48
Thu Sep 28 08:54:21 2023,897,220,0,326,22.4,95953,456.74
Thu Sep 28 08:54:21 2023,944,207,0,316,22.4,95956,457.0
Thu Sep 28 08:54:21 2023,0,189,0,301,22.4,95954,456.74
Thu Sep 28 08:54:22 2023,1099,161,0,272,22.4,95959,456.74
Thu Sep 28 08:54:22 2023,923,153,0,270,22.4,95955,456.48
Thu Sep 28 08:54:22 2023,973,147,0,261,22.4,95965,456.39
Thu Sep 28 08:54:22 2023,733,139,0,257,22.4,95956,456.39
Thu Sep 28 08:54:22 2023,739,133,0,254,22.4,95956,456.91
Thu Sep 28 08:54:23 2023,928,117,0,233,22.4,95963,456.65
Thu Sep 28 08:54:23 2023,944,113,0,222,22.4,95957,456.57
Thu Sep 28 08:54:23 2023,977,112,0,218,22.4,95967,456.48
Thu Sep 28 08:54:23 2023,83,112,0,208,22.4,95958,456.13
Thu Sep 28 08:54:23 2023,967,109,0,205,22.4,95961,456.57
Thu Sep 28 08:54:24 2023,1093,101,0,206,22.4,95956,456.22
Thu Sep 28 08:54:24 2023,672,96,0,204,22.4,95960,456.57
Thu Sep 28 08:54:24 2023,975,92,0,202,22.4,95962,456.57
Thu Sep 28 08:54:24 2023,853,90,0,202,22.4,95963,456.83
Thu Sep 28 08:54:24 2023,582,86,0,199,22.4,95962,456.74
Thu Sep 28 08:54:25 2023,890,84,0,195,22.4,95953,457.0
Thu Sep 28 08:54:25 2023,64,83,0,193,22.4,95957,456.91
Thu Sep 28 08:54:25 2023,896,87,0,192,22.4,95956,456.65
Thu Sep 28 08:54:25 2023,885,89,0,194,22.4,95956,456.65
Thu Sep 28 08:54:25 2023,1004,91,0,192,22.4,95957,456.65
Thu Sep 28 08:54:27 2023,743,98,0,192,22.4,95958,456.48
Sat Sep 30 09:50:53 2023,2738,0,0,0,20.4,96639,397.14
Sat Sep 30 09:50:53 2023,2742,0,0,0,20.4,96642,397.66
Sat Sep 30 09:50:53 2023,2741,0,0,0,20.4,96646,397.57
Sat Sep 30 09:50:53 2023,2740,0,0,0,20.5,96647,397.57
Sat Sep 30 09:50:53 2023,0,0,0,0,20.5,96644,397.05
Sat Sep 30 09:50:54 2023,2741,0,0,0,20.6,96652,396.71
Sat Sep 30 09:50:54 2023,2741,0,0,0,20.6,96658,396.71
Sat Sep 30 09:50:54 2023,2739,0,0,0,20.6,96658,396.19
Sat Sep 30 09:50:54 2023,0,0,0,0,20.7,96653,396.27
Sat Sep 30 09:50:55 2023,2742,0,0,0,20.7,96665,395.41
